This is the DuFort-Frankel scheme results 
245.01,200.316,157.816,135.264,114.834,108.044,102.165,101.056,100.135,100.12,100.135,101.056,102.165,108.044,114.834,135.264,157.816,200.316,245.01,
260.614,225.254,190.771,165.866,142.178,128.539,115.896,110.458,105.628,105.411,105.628,110.458,115.896,128.539,142.178,165.866,190.771,225.254,260.614,
267.715,237.721,208.228,184.65,161.869,146.49,131.946,124.499,117.792,117.451,117.792,124.499,131.946,146.49,161.869,184.65,208.228,237.721,267.715,
272.072,245.721,219.717,198.004,176.891,161.739,147.306,139.481,132.402,132.03,132.402,139.481,147.306,161.739,176.891,198.004,219.717,245.721,272.072,
275.23,251.692,228.426,208.618,189.303,175.084,161.5,153.97,147.147,146.783,147.147,153.97,161.5,175.084,189.303,208.618,228.426,251.692,275.23,
This is the Richardson scheme results 
-686890,973981,-823399,492293,-217929,72545,-17734.9,3236.67,-259.704,142.95,-259.704,3236.67,-17734.9,72545,-217929,492293,-823399,973981,-686890,
-6.95974e+10,1.1692e+11,-1.31143e+11,1.16386e+11,-8.61717e+10,5.44797e+10,-2.97857e+10,1.42926e+10,-6.49311e+09,4.20339e+09,-6.49311e+09,1.42926e+10,-2.97857e+10,5.44797e+10,-8.61717e+10,1.16386e+11,-1.31143e+11,1.1692e+11,-6.95974e+10,
-1.03211e+16,1.83675e+16,-2.26794e+16,2.30298e+16,-2.0291e+16,1.591e+16,-1.13164e+16,7.54193e+15,-5.14149e+15,4.32642e+15,-5.14149e+15,7.54193e+15,-1.13164e+16,1.591e+16,-2.0291e+16,2.30298e+16,-2.26794e+16,1.83675e+16,-1.03211e+16,
-1.80416e+21,3.30604e+21,-4.28731e+21,4.66639e+21,-4.50391e+21,3.96583e+21,-3.26495e+21,2.60532e+21,-2.14523e+21,1.9812e+21,-2.14523e+21,2.60532e+21,-3.26495e+21,3.96583e+21,-4.50391e+21,4.66639e+21,-4.28731e+21,3.30604e+21,-1.80416e+21,
-3.46521e+26,6.4687e+26,-8.65618e+26,9.85635e+26,-1.01048e+27,9.61479e+26,-8.71067e+26,7.74608e+26,-7.02898e+26,6.76583e+26,-7.02898e+26,7.74608e+26,-8.71067e+26,9.61479e+26,-1.01048e+27,9.85635e+26,-8.65618e+26,6.4687e+26,-3.46521e+26,
This is the Laasonen Simple Implicit scheme results.deltaT = 0.01
242.467,192.977,155.856,131.122,116.218,107.97,103.729,101.698,100.823,100.583,100.823,101.698,103.729,107.97,116.218,131.122,155.856,192.977,242.467,
259.689,222.053,189.206,162.356,141.75,126.878,116.812,110.522,107.132,106.068,107.132,110.522,116.812,126.878,141.75,162.356,189.206,222.053,259.689,
